RMOWNHH,OMB13CBSA,DIVISION,HHSEX,HHMAR,HHCITSHP,HHAGE,HHRACE,HHGRAD,NUMPEOPLE,HINCP
'-6','99998','3','1','4','1',41,'01','40',4,22000
'-6','99998','9','2','5','4',52,'04','40',3,71000
'-6','40140','9','2','1','4',63,'01','44',2,273000
'-6','40140','9','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','40140','9','2','6','1',57,'01','45',2,106000
'-9','40140','9','2','4','1',65,'01','46',3,6900
'1','40140','9','2','1','1',22,'01','41',4,40000
'2','40140','9','2','1','1',52,'01','40',2,166000
'-6','40140','9','1','1','5',55,'01','33',2,64600
'-6','40140','9','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','9','1','1','1',65,'01','40',2,77200
'-6','99998','9','2','1','1',42,'01','44',5,146000
'-6','99998','9','2','4','1',62,'01','45',1,68000
'-6','99998','9','1','1','1',79,'01','45',2,153200
'-6','41860','9','2','3','4',85,'04','38',1,13200
'-6','41860','9','-6','-6','-6',-6,'-6','-6',-6,-6
'1','41860','9','2','6','1',54,'01','39',1,2000
'-9','99998','3','1','3','1',78,'01','43',3,69200
'-6','99998','9','2','6','1',22,'01','40',3,41600
'2','99998','9','1','1','4',62,'01','42',3,39000
'-6','40140','9','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','40140','9','2','1','1',56,'01','40',5,138000
'-6','40140','9','2','5','1',51,'01','38',5,26000
'-6','40140','9','1','1','1',40,'01','44',4,120000
'-6','40140','9','2','4','4',63,'02','45',2,55000
'-6','40140','9','2','4','1',59,'02','40',3,74200
'-6','40140','9','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','40140','9','1','1','1',28,'01','39',3,1400
'-6','40140','9','1','4','4',71,'01','40',2,41600
'-6','40140','9','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','40140','9','2','6','1',29,'01','40',3,63000
'1','40140','9','2','4','1',57,'01','40',4,124000
'-6','99998','9','2','4','1',54,'01','45',2,48200
'-6','99998','9','1','1','1',37,'01','44',3,166000
'-6','99998','9','1','1','1',26,'01','44',4,45600
'-6','99998','9','2','3','4',55,'01','40',3,40000
'-6','41860','9','2','1','1',51,'04','45',2,130000
'-6','41860','9','2','1','4',34,'04','39',4,35000
'-6','41860','9','1','1','5',46,'04','46',2,92000
'2','41860','9','2','6','1',30,'01','44',1,80000
'-6','41860','9','1','1','1',52,'01','44',2,310000
'2','41860','9','2','6','5',21,'04','45',1,37000
'-6','99998','9','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','3','1','1','1',59,'02','40',4,22300
'-6','99998','9','1','1','1',36,'04','39',8,102000
'-6','40140','9','2','6','1',59,'01','39',2,10600
'-6','40140','9','1','1','1',79,'01','39',2,33000
'-6','40140','9','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','40140','9','1','1','1',75,'03','39',2,24100
'-6','40140','9','-6','-6','-6',-6,'-6','-6',-6,-6
'1','40140','9','2','1','5',55,'01','33',12,19020
'-6','40140','9','1','1','5',43,'01','34',4,27000
'1','40140','9','1','1','1',32,'01','45',3,126000
'-6','40140','9','1','4','5',37,'01','32',5,36000
'-6','40140','9','1','1','4',54,'01','41',3,60600
'-6','40140','9','2','5','4',53,'07','35',4,62000
'-6','40140','9','1','6','4',59,'01','39',2,39800
'-6','40140','9','1','1','5',57,'01','36',4,68230
'-6','40140','9','2','4','1',48,'01','44',4,45000
'-6','40140','9','1','1','1',48,'01','40',3,36000
'-6','40140','9','1','6','1',22,'01','44',1,0
'-6','40140','9','2','1','5',46,'01','34',5,60000
'-6','40140','9','2','1','4',62,'01','33',2,58000
'-6','99998','9','1','1','1',42,'04','44',5,326100
'-6','99998','9','2','3','1',65,'01','40',1,73800
'-6','99998','9','2','3','1',85,'01','40',2,24500
'-6','41860','9','1','6','1',35,'01','41',1,10
'-6','41860','9','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','41860','9','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','41860','9','1','6','1',45,'01','41',1,0
'-6','41860','9','1','1','4',70,'04','39',2,11100
'-6','41860','9','1','1','1',80,'01','45',2,200000
'-6','99998','3','2','1','1',50,'01','42',2,152820
'-6','99999','5','2','1','1',55,'01','39',2,1800
'1','99998','4','1','1','1',80,'01','40',2,19370
'-6','99998','5','2','4','1',72,'01','47',2,3000
'2','99999','5','1','6','4',40,'01','39',1,35000
'-6','99999','5','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99999','5','1','1','1',56,'01','38',2,30000
'-6','99999','5','1','1','1',57,'01','37',2,37000
'1','99999','5','2','6','1',23,'01','40',2,24000
'-6','99998','4','2','1','1',38,'01','42',5,127000
'-6','99999','5','1','1','1',64,'01','39',3,103000
'-6','99998','4','2','4','1',48,'01','44',1,75000
'1','99998','6','1','6','1',27,'01','41',1,20000
'-6','99998','5','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99999','5','2','4','1',75,'01','44',1,50000
'-6','99998','5','2','1','1',80,'02','45',3,49840
'-6','99999','5','1','4','1',71,'01','39',1,60000
'-6','99998','6','2','1','1',79,'01','44',2,86900
'-6','99999','3','1','1','1',55,'01','35',2,22300
'2','99999','7','1','4','1',67,'01','39',2,10100
'-6','26420','7','1','3','1',73,'01','39',1,32400
'-6','99998','7','2','6','5',33,'01','40',4,31360
'-6','99998','7','2','3','1',75,'02','44',1,55500
'-6','99999','3','2','1','1',54,'01','39',3,90480
'-6','99999','7','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','26420','7','1','1','1',56,'01','40',3,150000
'-6','99999','3','-6','-6','-6',-6,'-6','-6',-6,-6
'2','26420','7','1','1','1',55,'01','40',2,135000
'-6','16980','3','2','4','1',61,'01','40',1,44000
'-6','99999','3','2','1','1',44,'01','39',2,140000
'-6','99998','7','2','1','1',47,'01','40',4,30000
'-6','99998','7','2','4','5',56,'01','33',2,1100
'-6','26420','7','2','1','1',37,'01','35',4,130000
'-6','99998','7','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99999','3','1','1','1',48,'01','42',5,133000
'-6','99998','7','2','3','4',70,'01','38',1,700
'2','99999','7','2','1','1',57,'01','39',4,49000
'-6','26420','7','2','1','1',39,'01','44',4,253000
'-6','99998','7','1','1','5',64,'04','34',4,49600
'-6','99999','3','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','7','1','1','5',59,'01','42',4,2170
'-6','99998','7','-6','-6','-6',-6,'-6','-6',-6,-6
'2','99999','3','1','6','1',56,'01','39',3,9000
'-6','26420','7','1','1','1',40,'01','39',3,120000
'-6','99999','3','2','1','1',35,'01','40',2,35000
'-6','99998','3','1','1','1',42,'01','45',2,311200
'-6','99998','4','1','3','1',69,'01','43',1,63400
'-6','99999','4','2','6','1',26,'01','39',1,10800
'-6','99999','4','2','4','1',66,'01','39',1,9500
'-6','99998','3','1','1','1',46,'01','39',2,70000
'-6','99998','4','1','1','1',70,'01','42',2,70790
'-6','99999','4','1','4','1',63,'03','39',1,35000
'-6','99998','4','2','1','1',67,'01','39',2,297000
'-6','99999','4','2','1','1',35,'01','44',2,84000
'-6','99998','3','1','4','1',70,'01','39',1,38000
'-6','99998','3','1','1','1',41,'01','44',6,113000
'-6','99998','4','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99999','4','2','1','1',43,'01','43',4,80000
'-6','99998','4','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99999','4','2','6','1',25,'01','39',3,75400
'-6','99998','3','1','1','1',65,'01','40',5,268000
'-6','99998','4','2','4','1',80,'01','41',2,120
'1','99998','4','1','1','1',22,'01','44',2,33200
'-6','99999','4','1','1','1',59,'01','38',2,49000
'-6','99998','4','2','6','1',57,'01','44',2,70500
'-6','99998','4','2','6','1',31,'01','43',2,35000
'-6','99998','4','2','1','5',32,'05','44',2,83000
'-6','99999','4','-6','-6','-6',-6,'-6','-6',-6,-6
'2','99998','4','2','1','1',26,'01','40',5,38650
'2','99998','4','1','1','1',47,'01','38',4,101100
'-6','99998','4','1','1','1',68,'01','40',2,71604
'-6','99998','4','1','1','5',33,'04','45',2,135100
'-6','99998','4','1','6','1',35,'01','39',1,11134
'-6','99998','4','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','6','2','1','1',54,'01','39',2,80000
'2','47900','5','1','1','5',29,'01','34',4,182000
'-6','99999','6','2','1','1',63,'01','39',2,33200
'-9','47900','5','1','4','5',39,'08','39',1,47000
'-6','99998','6','2','3','1',76,'02','45',1,33700
'-6','99999','6','1','2','1',65,'01','39',1,37000
'1','99998','6','1','6','1',27,'02','39',1,12000
'-6','99998','6','1','1','1',49,'01','39',2,90000
'-6','99999','6','1','1','1',72,'01','42',2,116600
'2','47900','5','1','6','1',36,'02','42',1,65200
'-6','99998','6','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','6','2','4','1',55,'01','39',1,1600
'-6','47900','5','1','1','1',62,'01','40',3,65000
'1','99999','6','1','6','1',28,'01','44',2,68000
'-6','99998','5','2','6','1',64,'02','44',1,36200
'-6','99998','6','2','1','1',32,'01','40',4,75000
'-6','99998','6','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','4','1','1','3',39,'01','40',6,120000
'-6','47900','5','1','1','4',38,'01','44',3,32000
'-6','47900','5','1','1','1',65,'01','39',2,128500
'-6','99998','9','1','6','1',69,'01','45',1,36000
'-6','99998','6','1','1','1',72,'01','39',2,124800
'2','99999','6','2','3','1',54,'01','37',2,15000
'2','47900','5','1','1','1',30,'01','45',2,75000
'2','99998','5','2','1','1',53,'01','42',6,43700
'-6','99998','6','2','1','1',65,'02','39',2,36000
'-6','47900','5','1','1','1',71,'01','39',4,83700
'1','99999','6','2','6','1',31,'01','39',3,76600
'-6','47900','5','1','1','1',46,'01','44',4,264000
'-6','99998','6','1','3','1',80,'01','39',1,25230
'2','99999','6','1','6','1',22,'01','39',3,25000
'1','99998','5','1','1','1',25,'01','40',2,60000
'-6','99998','9','2','4','1',50,'01','44',3,306300
'-9','99998','6','2','5','1',27,'02','40',1,12000
'-6','99998','6','2','5','1',58,'02','38',1,40000
'-6','99998','6','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','6','1','2','1',55,'01','44',1,65000
'-9','99998','6','1','3','1',80,'02','36',1,800
'-6','47900','5','2','1','4',42,'01','44',5,129000
'-6','99998','6','2','6','1',36,'02','40',1,29000
'2','47900','5','2','4','5',37,'02','44',5,72000
'-6','99999','6','2','1','1',60,'01','35',2,0
'-6','99998','5','2','1','1',41,'02','37',4,35500
'2','99998','7','2','6','1',36,'02','39',3,0
'-6','99998','7','1','1','1',41,'02','42',3,120000
'2','99998','5','1','6','1',47,'01','40',3,120300
'-6','99998','5','2','6','1',40,'02','39',1,10000
'-6','99998','2','1','6','1',64,'01','39',1,15600
'-6','99998','2','2','2','4',53,'02','40',5,47000
'-6','99998','2','2','1','1',56,'01','39',2,142000
'-6','99998','5','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','5','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','5','1','6','1',52,'01','40',1,70000
'-6','99998','2','2','1','1',68,'01','44',2,133000
'-6','99998','2','2','1','1',48,'01','44',2,75000
'-6','99998','5','2','6','1',21,'02','40',1,0
'-6','99998','2','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','2','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','7','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','5','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','2','1','1','1',69,'01','44',4,60000
'-6','99998','2','2','1','1',55,'01','39',2,103000
'2','99998','2','2','6','1',20,'01','40',2,52000
'-6','99998','5','2','1','1',71,'01','41',2,24600
'-6','99998','5','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','5','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','2','1','1','1',51,'01','39',2,76000
'-6','99998','7','2','6','1',38,'02','39',3,0
'-6','99998','5','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','7','2','1','4',41,'01','33',4,0
'-6','99998','7','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','5','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','7','2','6','1',34,'02','42',3,33000
'1','99998','5','1','1','1',24,'01','44',2,87500
'-6','99998','5','2','6','1',32,'02','39',4,42000
'-6','99998','5','2','3','1',80,'01','41',1,18000
'-6','99998','5','1','1','1',78,'01','40',2,25000
'-6','99998','7','-6','-6','-6',-6,'-6','-6',-6,-6
'-9','99998','5','2','6','1',21,'02','40',1,0
'-6','99998','2','1','1','1',55,'01','39',2,81000
'-6','99998','7','2','1','1',74,'02','39',2,9500
'2','99998','2','2','4','1',73,'01','44',1,18000
'-6','99998','2','2','6','4',27,'05','39',5,116000
'-6','99998','5','1','3','1',85,'01','46',1,29000
'-6','99998','5','2','6','1',35,'01','46',1,53200
'-6','99998','2','2','1','1',61,'01','39',2,165000
'-6','99998','2','1','1','1',38,'02','40',4,160000
'-6','99998','5','1','1','5',28,'01','39',4,21200
'1','99998','7','2','4','1',39,'02','40',1,0
'2','99998','5','1','1','1',48,'01','44',5,120000
'-6','99998','5','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','2','2','1','1',65,'01','42',2,50000
'-6','99998','2','2','4','1',60,'01','40',1,35600
'-6','99998','5','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','5','2','1','1',29,'01','45',2,57400
'-6','99998','2','1','1','1',69,'01','45',3,149900
'-6','99998','2','1','5','1',76,'01','39',1,39100
'-6','99998','5','2','3','1',80,'01','39',1,61800
'-9','99998','9','2','4','1',45,'01','44',2,22400
'-6','99998','9','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','9','1','3','1',68,'03','42',4,20080
'-9','99998','5','1','4','1',54,'01','44',3,138500
'-6','12060','5','1','1','1',48,'02','40',2,60000
'-6','99998','5','1','1','1',61,'01','43',2,43500
'-6','99998','5','2','4','1',54,'01','44',1,103000
'-6','99998','9','1','6','1',35,'01','40',4,193000
'-6','12060','5','1','1','1',50,'01','44',6,120200
'-6','99998','9','1','1','4',61,'01','32',2,16000
'-6','99998','9','2','1','1',68,'01','41',2,101200
'-6','12060','5','2','4','1',85,'01','39',2,11600
'-6','99998','9','1','6','1',58,'01','39',1,44000
'-6','99998','5','2','4','1',47,'02','39',2,380
'-6','99998','5','1','1','1',71,'01','39',2,79100
'-6','99998','9','2','1','1',43,'01','40',2,34200
'-6','99998','9','2','1','1',38,'01','41',5,80000
'-6','99998','5','2','4','1',56,'02','39',4,45700
'-6','99998','9','1','6','1',33,'03','44',1,55000
'-6','99998','9','1','1','5',49,'01','39',4,52000
'-6','99998','5','2','4','1',58,'01','45',1,10000
'2','12060','5','2','6','1',25,'06','39',2,20000
'2','99998','5','1','4','1',53,'01','44',2,93850
'-6','12060','5','1','1','1',76,'01','39',2,32500
'-6','99998','5','1','1','1',27,'01','39',3,47020
'-6','12060','5','2','1','4',59,'01','39',3,115000
'1','99998','9','2','6','1',27,'01','40',4,64270
'-6','99998','5','1','1','1',35,'01','39',4,140000
'2','99998','9','2','4','1',61,'01','40',1,130000
'-6','99998','9','1','1','5',35,'01','33',4,40000
'2','99998','5','2','4','1',36,'02','42',4,39700
'2','99998','9','2','1','1',76,'01','47',2,146200
'-6','12060','5','2','1','1',65,'01','43',2,59000
'-6','99999','5','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99999','5','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99999','5','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99999','5','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99999','5','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','3','1','1','1',32,'01','42',2,128000
'-6','99999','7','2','3','1',85,'01','42',1,35280
'-6','99998','5','1','6','1',48,'02','39',1,9000
'1','99998','3','2','3','1',74,'01','40',1,27000
'-6','99998','5','1','1','1',75,'02','44',2,43200
'-6','99998','3','1','1','1',63,'01','44',2,49200
'-6','99998','5','2','3','1',80,'01','39',1,18000
'-6','99998','3','1','6','1',32,'01','43',3,98000
'-6','99998','3','1','4','1',50,'02','39',1,45000
'-6','99998','3','2','6','1',73,'01','44',1,4600
'-6','99998','3','1','1','1',44,'01','39',5,136000
'-6','99999','7','2','1','1',26,'01','44',4,83000
'-6','99998','5','2','1','1',78,'01','37',3,10100
'-6','99998','3','2','6','1',76,'02','42',1,15300
'-6','99998','3','1','6','1',59,'01','39',1,0
'-6','99998','3','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','3','2','4','1',43,'01','41',2,38200
'-6','99998','3','1','4','1',66,'01','39',1,44250
'-6','99998','3','2','4','1',61,'02','47',1,86800
'-6','99999','7','1','4','1',60,'01','39',1,24000
'-6','99998','5','-6','-6','-6',-6,'-6','-6',-6,-6
'2','99998','3','2','6','1',62,'01','44',2,337800
'-6','99998','5','2','6','1',51,'02','45',2,32600
'-6','99998','3','2','3','1',80,'01','40',1,19200
'2','99998','5','2','1','1',35,'01','45',3,97040
'-6','99999','7','2','1','1',25,'01','39',2,48900
'-6','99998','5','1','3','1',85,'01','44',1,45000
'-6','99998','3','1','1','1',33,'01','42',2,110000
'2','99998','3','2','6','1',29,'02','40',3,12000
'-6','99998','5','1','1','1',53,'01','43',3,136400
'-9','99998','3','2','6','1',29,'01','37',1,10400
'2','99998','3','1','1','5',57,'04','33',5,48400
'-6','99998','3','2','4','2',63,'01','44',3,78800
'-6','99998','3','1','3','1',78,'02','37',1,10100
'-6','40140','9','1','2','1',78,'01','40',1,32000
'-6','40140','9','2','1','1',60,'01','39',2,72000
'-6','40140','9','2','4','1',50,'02','40',2,15000
'-6','40140','9','1','1','1',45,'01','42',5,439680
'-6','40140','9','2','1','1',40,'04','45',7,229700
'-6','40140','9','1','1','1',72,'01','39',2,2390
'-6','40140','9','1','6','1',44,'01','39',1,18500
'-6','40140','9','1','1','5',63,'01','33',2,16800
'1','40140','9','2','1','1',39,'01','39',3,50300
'-6','40140','9','1','1','1',35,'01','44',3,118000
'-6','99998','9','2','6','1',44,'01','40',2,215900
'-6','99998','9','1','1','4',49,'04','40',4,200000
'-6','41860','9','1','3','1',85,'01','40',1,66000
'-6','41860','9','1','6','1',59,'01','40',2,155000
'-6','41860','9','2','6','1',67,'01','46',1,130000
'-6','99998','3','2','1','1',51,'01','39',2,79000
'1','99998','9','1','6','1',22,'01','38',2,72000
'-6','35620','2','2','1','1',61,'01','40',3,160000
'-6','40140','9','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','40140','9','2','4','1',33,'01','40',2,71200
'-6','40140','9','1','1','4',70,'01','33',2,47600
'-6','40140','9','1','1','1',22,'01','39',2,10700
'-6','40140','9','1','1','4',54,'01','44',4,100000
'-6','40140','9','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','40140','9','1','3','1',76,'01','35',1,20300
'-6','40140','9','2','6','1',33,'01','40',3,20000
'-6','40140','9','2','4','1',66,'03','40',1,1700
'-6','99998','9','1','1','4',85,'01','44',3,28200
'-6','99998','9','1','4','1',77,'01','44',1,36900
'-6','99998','9','1','1','4',74,'04','40',2,112000
'2','41860','9','1','1','4',63,'04','32',2,16800
'-6','41860','9','1','6','5',29,'04','44',3,470000
'-6','41860','9','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','41860','9','1','1','1',77,'01','45',2,676600
'-6','99998','3','1','3','1',69,'01','44',1,116800
'2','40140','9','1','5','1',43,'01','42',2,42000
'-6','40140','9','2','3','4',80,'01','34',1,910
'-6','40140','9','1','1','1',69,'01','39',2,34800
'-6','40140','9','1','1','1',57,'01','40',2,91000
'-6','40140','9','2','1','4',48,'02','43',5,16000
'-6','40140','9','2','6','1',49,'01','39',2,64000
'-6','40140','9','2','1','1',39,'01','45',3,155500
'-6','40140','9','1','1','1',60,'01','38',2,79400
'-6','40140','9','-6','-6','-6',-6,'-6','-6',-6,-6
'-9','40140','9','2','1','1',37,'04','45',5,43000
'-6','40140','9','-6','-6','-6',-6,'-6','-6',-6,-6
'1','40140','9','2','6','1',47,'01','39',4,110000
'-6','40140','9','2','1','5',45,'04','44',4,110000
'-6','99998','9','1','1','5',46,'01','41',4,101000
'-6','99998','9','2','4','1',70,'01','40',1,77200
'-6','41860','9','2','1','1',35,'01','44',3,60000
'2','41860','9','2','6','1',29,'02','40',4,228000
'-6','41860','9','1','6','1',36,'01','44',2,181000
'-6','41860','9','1','6','1',60,'02','40',1,13600
'-6','41860','9','1','1','4',50,'04','42',6,131200
'-6','41860','9','1','1','5',48,'04','32',3,34500
'-6','41860','9','2','1','4',40,'04','44',2,336300
'-6','99998','3','2','4','1',80,'01','41',1,31000
'2','99998','9','2','1','1',40,'01','40',4,108000
'-6','40140','9','2','6','1',29,'02','39',1,50000
'-6','40140','9','2','1','1',48,'01','47',2,50000
'-6','40140','9','2','6','1',58,'06','39',1,50000
'-6','40140','9','2','3','1',64,'01','39',1,13600
'-6','40140','9','1','3','1',54,'01','39',3,60000
'-6','40140','9','1','1','1',80,'01','39',2,3090
'-6','40140','9','2','4','1',67,'01','44',1,95900
'-6','40140','9','2','6','1',41,'04','45',1,100000
